Delta_v_1_km_s,Delta_t_1_s,final_inclination_rad,final_RAAN_rad,om_transition_rad,theta_maneuver_1_rad
8.08351399274185,1744.357307844774,1.077,2.636,6.236506326546269,4.032792886931922
