orbit_id,Delta_v_1_km_s,Delta_v_2_km_s,Delta_v_3_km_s,Total_Delta_v_km_s,Delta_t_1_s,Delta_t_2_s,Delta_t_3_s,Delta_t_4_s,Total_Delta_t_s
B1,8.083513992741853,1.115971431112781,1.476135753891163,10.675621177745796,1744.357307844774,3346.5312388864177,8215.990927403252,13717.982946844628,27024.862420979072
