optimal_r_b_km,Delta_v1_km_s,Delta_v2_km_s,Delta_v3_km_s,Total_Delta_v_km_s,Delta_t_s,Delta_t_bielliptic1_s,Delta_t_bielliptic2_s
121840.0,2.2365122449375407,0.8952714821598338,-1.417439635774107,4.549223362871482,167957.93997237348,81979.3825289642,85978.55744340929
