cost2_km_s,Delta_t_1_s,theta_before_maneuver_1_rad,om_initial_rad,om_transition_1_rad,theta_after_maneuver_1_rad
0.7476464090724134,1038.6857930806348,3.5871927702608577,1.1861594640076794,2.0773596973498085,2.6959925369187285
