orbit_id,Delta_v_1_km_s,Delta_v_2_km_s,Delta_v_3_km_s,Total_Delta_v_km_s,Delta_t_1_s,Delta_t_2_s,Delta_t_3_s,Delta_t_4_s,Total_Delta_t_s
B1,0.7476464090724134,4.549223362871482,0.5869743758027086,5.883844147746604,1038.6857930806348,172792.4541295478,495.6145787763958,5157.182620717422,179483.93712212224
