ID,x_in,y_in,z_in,vx_in,vy_in,vz_in,a_fin,e_fin,i_fin,Omega_fin,omega_fin,theta_fin
B1,736.2575,-7555.9584,-6308.0627,4.881,2.335,-2.46,15230.0,0.2232,1.077,2.636,1.351,1.96
