cost2_km_s,Delta_t_2_s,theta_before_maneuver_2_rad,om_transition_rad,om_final,theta_after_maneuver_2_rad
1.115971431112781,3346.5312388864177,0.6988394903166593,6.236506326546268,1.351,5.5843458168629265
