orbit_id,Delta_v_1_km_s,Delta_v_2_km_s,Delta_v_3_km_s,Total_Delta_v_km_s,Delta_t_1_s,Delta_t_2_s,Delta_t_3_s,Delta_t_4_s,Total_Delta_t_s
B1,8.08351399274185,1.1159714311127806,1.4756705140703517,10.675155937924982,1744.357307844774,3346.5312388864177,17560.720706595206,4665.24477065833,27316.854023984728
