optimal_r_b_km,Delta_v1_km_s,Delta_v2_km_s,Delta_v3_km_s,Total_Delta_v_km_s,Delta_t_s,theta_f_rad
18620.51301940388,0.9286208148829163,0.5470496991874354,0.0005906443138039563,1.4762611583841556,16840.70322317301,0
