r_b_km,Bielliptic_Total_Delta_v_km_s,Hohmann_Total_Delta_v_km_s
17499.25354830966,1.4922269703860738,1.476135753891163
17530.399644728946,1.4917834751530221,1.476135753891163
17561.545741148228,1.491339933563156,1.476135753891163
17592.691837567512,1.4908963500480135,1.476135753891163
17623.837933986797,1.490452728995562,1.476135753891163
17654.984030406078,1.4900090747505943,1.476135753891163
17686.130126825363,1.4895653916151423,1.476135753891163
17717.276223244648,1.4891216838488792,1.476135753891163
17748.422319663932,1.4886779556695124,1.476135753891163
17779.568416083217,1.488234211253182,1.476135753891163
17810.714512502498,1.487790454734852,1.476135753891163
17841.860608921783,1.4873466902086916,1.476135753891163
17873.006705341068,1.4869029217284648,1.476135753891163
17904.152801760352,1.4864591533079037,1.476135753891163
17935.298898179637,1.4860153889210772,1.476135753891163
17966.444994598918,1.4855716325027797,1.476135753891163
17997.591091018203,1.4851278879488792,1.476135753891163
18028.737187437488,1.4846841591166933,1.476135753891163
18059.88328385677,1.484240449825342,1.476135753891163
18091.029380276053,1.4837967638561085,1.476135753891163
18122.175476695338,1.4833531049527862,1.476135753891163
18153.321573114623,1.4829094768220372,1.476135753891163
18184.467669533908,1.4824658831337265,1.476135753891163
18215.61376595319,1.482022327521272,1.476135753891163
18246.759862372473,1.4815788135819798,1.476135753891163
18277.905958791758,1.4811353448773823,1.476135753891163
18309.05205521104,1.4806919249335695,1.476135753891163
18340.198151630324,1.4802485572415112,1.476135753891163
18371.34424804961,1.4798052452573915,1.476135753891163
18402.490344468893,1.4793619924029286,1.476135753891163
18433.63644088818,1.4789188020656945,1.476135753891163
18464.78253730746,1.478475677599421,1.476135753891163
18495.928633726744,1.4780326223243287,1.476135753891163
18527.07473014603,1.4775896395274204,1.476135753891163
18558.22082656531,1.477146732462804,1.476135753891163
18589.366922984595,1.4767039043519787,1.476135753891163
18620.51301940388,1.4762611583841556,1.476135753891163
18651.659115823164,1.4788037502003224,1.476135753891163
18682.80521224245,1.4825178660087812,1.476135753891163
18713.95130866173,1.4862222558362719,1.476135753891163
18745.097405081015,1.4899169581316825,1.476135753891163
18776.2435015003,1.4936020111398047,1.476135753891163
18807.389597919584,1.497277452902718,1.476135753891163
18838.53569433887,1.500943321261122,1.476135753891163
18869.68179075815,1.5045996538556983,1.476135753891163
18900.827887177435,1.5082464881284299,1.476135753891163
18931.97398359672,1.5118838613239238,1.476135753891163
18963.120080016,1.5155118104907253,1.476135753891163
18994.266176435285,1.5191303724826182,1.476135753891163
19025.41227285457,1.522739583959901,1.476135753891163
19056.558369273855,1.5263394813906883,1.476135753891163
19087.70446569314,1.5299301010521527,1.476135753891163
19118.85056211242,1.5335114790318158,1.476135753891163
19149.996658531705,1.537083651228763,1.476135753891163
19181.14275495099,1.5406466533549072,1.476135753891163
19212.28885137027,1.5442005209362075,1.476135753891163
19243.434947789556,1.5477452893138866,1.476135753891163
19274.58104420884,1.5512809936456384,1.476135753891163
19305.727140628125,1.5548076689068466,1.476135753891163
19336.87323704741,1.558325349891743,1.476135753891163
19368.01933346669,1.5618340712146188,1.476135753891163
19399.165429885976,1.5653338673109825,1.476135753891163
19430.31152630526,1.5688247724387128,1.476135753891163
19461.457622724545,1.5723068206792346,1.476135753891163
19492.60371914383,1.5757800459386413,1.476135753891163
19523.74981556311,1.5792444819488476,1.476135753891163
19554.895911982396,1.5827001622687065,1.476135753891163
19586.04200840168,1.58614712028512,1.476135753891163
19617.18810482096,1.5895853892141667,1.476135753891163
19648.334201240246,1.5930150021021867,1.476135753891163
19679.48029765953,1.596435991826878,1.476135753891163
19710.626394078816,1.5998483910983818,1.476135753891163
19741.7724904981,1.6032522324603518,1.476135753891163
19772.91858691738,1.6066475482910225,1.476135753891163
19804.064683336666,1.610034370804276,1.476135753891163
19835.21077975595,1.6134127320506804,1.476135753891163
19866.356876175232,1.6167826639185336,1.476135753891163
19897.502972594517,1.6201441981348994,1.476135753891163
19928.6490690138,1.6234973662666379,1.476135753891163
19959.795165433086,1.626842199721417,1.476135753891163
19990.94126185237,1.6301787297487222,1.476135753891163
20022.087358271652,1.6335069874408625,1.476135753891163
20053.233454690937,1.6368270037339667,1.476135753891163
20084.37955111022,1.6401388094089646,1.476135753891163
20115.525647529503,1.6434424350925685,1.476135753891163
20146.67174394879,1.6467379112582492,1.476135753891163
20177.817840368072,1.6500252682272007,1.476135753891163
20208.963936787357,1.6533045361692857,1.476135753891163
20240.11003320664,1.6565757451040017,1.476135753891163
20271.256129625923,1.6598389249014187,1.476135753891163
20302.402226045207,1.6630941052831134,1.476135753891163
20333.548322464492,1.6663413158230869,1.476135753891163
20364.694418883773,1.6695805859487085,1.476135753891163
20395.84051530306,1.6728119449416212,1.476135753891163
20426.986611722343,1.6760354219386362,1.476135753891163
20458.132708141628,1.6792510459326517,1.476135753891163
20489.278804560912,1.6824588457735405,1.476135753891163
20520.424900980193,1.6856588501690384,1.476135753891163
20551.570997399478,1.6888510876856229,1.476135753891163
20582.717093818763,1.6920355867493866,1.476135753891163
20613.863190238048,1.6952123756469093,1.476135753891163
20645.009286657332,1.698381482526118,1.476135753891163
20676.155383076613,1.701542935397137,1.476135753891163
20707.301479495898,1.7046967621331426,1.476135753891163
20738.447575915183,1.7078429904712027,1.476135753891163
20769.593672334464,1.7109816480131106,1.476135753891163
20800.739768753752,1.7141127622262204,1.476135753891163
20831.885865173033,1.7172363604442635,1.476135753891163
20863.031961592318,1.7203524698681685,1.476135753891163
20894.178058011603,1.7234611175668753,1.476135753891163
20925.324154430884,1.7265623304781395,1.476135753891163
20956.47025085017,1.7296561354093325,1.476135753891163
20987.616347269453,1.7327425590382264,1.476135753891163
21018.762443688734,1.7358216279137957,1.476135753891163
21049.908540108023,1.7388933684569898,1.476135753891163
21081.054636527304,1.7419578069615165,1.476135753891163
21112.20073294659,1.745014969594601,1.476135753891163
21143.346829365873,1.748064882397757,1.476135753891163
21174.492925785155,1.7511075712875601,1.476135753891163
21205.63902220444,1.7541430620563725,1.476135753891163
21236.785118623724,1.7571713803731157,1.476135753891163
21267.931215043005,1.7601925517840038,1.476135753891163
21299.077311462293,1.763206601713283,1.476135753891163
21330.223407881575,1.7662135554639606,1.476135753891163
21361.36950430086,1.7692134382185327,1.476135753891163
21392.515600720144,1.7722062750397103,1.476135753891163
21423.661697139425,1.7751920908711338,1.476135753891163
21454.807793558713,1.7781709105380767,1.476135753891163
21485.953889977995,1.7811427587481634,1.476135753891163
21517.09998639728,1.784107660092062,1.476135753891163
21548.246082816564,1.7870656390441813,1.476135753891163
21579.392179235845,1.790016719963368,1.476135753891163
21610.53827565513,1.7929609270935796,1.476135753891163
21641.684372074415,1.7958982845645814,1.476135753891163
21672.830468493696,1.7988288163926156,1.476135753891163
21703.976564912984,1.8017525464810609,1.476135753891163
21735.122661332265,1.8046694986211222,1.476135753891163
21766.26875775155,1.8075796964924717,1.476135753891163
21797.414854170835,1.810483163663923,1.476135753891163
21828.560950590116,1.813379923594065,1.476135753891163
21859.7070470094,1.8162699996319267,1.476135753891163
21890.853143428685,1.8191534150176127,1.476135753891163
21921.999239847966,1.822030192882941,1.476135753891163
21953.145336267255,1.8249003562520767,1.476135753891163
21984.291432686536,1.8277639280421671,1.476135753891163
22015.43752910582,1.8306209310639638,1.476135753891163
22046.583625525105,1.8334713880224331,1.476135753891163
22077.729721944386,1.836315321517398,1.476135753891163
22108.87581836367,1.8391527540441257,1.476135753891163
22140.021914782956,1.8419837079939385,1.476135753891163
22171.168011202237,1.8448082056548358,1.476135753891163
22202.314107621525,1.8476262692120708,1.476135753891163
22233.460204040806,1.8504379207487602,1.476135753891163
22264.60630046009,1.8532431822464694,1.476135753891163
22295.752396879376,1.8560420755857954,1.476135753891163
22326.898493298657,1.8588346225469605,1.476135753891163
22358.044589717945,1.8616208448103833,1.476135753891163
22389.190686137226,1.8644007639572502,1.476135753891163
22420.33678255651,1.8671744014700984,1.476135753891163
22451.482878975796,1.8699417787333674,1.476135753891163
22482.628975395077,1.8727029170339708,1.476135753891163
22513.77507181436,1.8754578375618576,1.476135753891163
22544.921168233646,1.8782065614105563,1.476135753891163
22576.067264652927,1.8809491095777369,1.476135753891163
22607.213361072216,1.8836855029657533,1.476135753891163
22638.359457491497,1.886415762382188,1.476135753891163
22669.50555391078,1.8891399085403906,1.476135753891163
22700.651650330066,1.891857962060016,1.476135753891163
22731.797746749347,1.8945699434675518,1.476135753891163
22762.943843168632,1.8972758731968602,1.476135753891163
22794.089939587917,1.8999757715896775,1.476135753891163
22825.236036007198,1.9026696588961727,1.476135753891163
22856.382132426486,1.9053575552754314,1.476135753891163
22887.528228845767,1.9080394807959844,1.476135753891163
22918.674325265052,1.9107154554363284,1.476135753891163
22949.820421684337,1.9133854990854076,1.476135753891163
22980.966518103618,1.9160496315431432,1.476135753891163
23012.112614522906,1.918707872520928,1.476135753891163
23043.258710942187,1.921360241642109,1.476135753891163
23074.404807361472,1.9240067584425007,1.476135753891163
23105.550903780757,1.9266474423708608,1.476135753891163
23136.697000200038,1.9292823127893928,1.476135753891163
23167.843096619323,1.9319113889742097,1.476135753891163
23198.989193038607,1.9345346901158318,1.476135753891163
23230.13528945789,1.9371522353196577,1.476135753891163
23261.281385877177,1.939764043606441,1.476135753891163
23292.427482296458,1.942370133912752,1.476135753891163
23323.573578715743,1.9449705250914593,1.476135753891163
23354.719675135028,1.947565235912187,1.476135753891163
23385.86577155431,1.9501542850617741,1.476135753891163
23417.011867973593,1.9527376911447427,1.476135753891163
23448.157964392878,1.9553154726837363,1.476135753891163
23479.30406081216,1.957887648119991,1.476135753891163
23510.450157231448,1.96045423581378,1.476135753891163
23541.59625365073,1.9630152540448447,1.476135753891163
23572.742350070013,1.965570721012862,1.476135753891163
23603.888446489298,1.968120654837867,1.476135753891163
23635.03454290858,1.9706650735606979,1.476135753891163
23666.180639327864,1.9732039951434297,1.476135753891163
23697.32673574715,1.975737437469805,1.476135753891163
23728.47283216643,1.9782654183456643,1.476135753891163
23759.618928585718,1.980787955499375,1.476135753891163
23790.765025005,1.983305066582242,1.476135753891163
23821.911121424284,1.985816769168948,1.476135753891163
23853.05721784357,1.988323080757953,1.476135753891163
23884.20331426285,1.990824018771919,1.476135753891163
23915.349410682138,1.9933196005581224,1.476135753891163
23946.49550710142,1.9958098433888631,1.476135753891163
23977.641603520704,1.9982947644618614,1.476135753891163
24008.78769993999,2.000774380900678,1.476135753891163
24039.93379635927,2.0032487097551086,1.476135753891163
24071.079892778554,2.0057177680015768,1.476135753891163
24102.22598919784,2.0081815725435392,1.476135753891163
24133.37208561712,2.0106401402118754,1.476135753891163
24164.51818203641,2.0130934877652833,1.476135753891163
24195.66427845569,2.01554163189066,1.476135753891163
24226.810374874975,2.0179845892034964,1.476135753891163
24257.95647129426,2.020422376248249,1.476135753891163
24289.10256771354,2.0228550094987368,1.476135753891163
24320.248664132825,2.025282505358513,1.476135753891163
24351.39476055211,2.02770488016123,1.476135753891163
24382.54085697139,2.030122150171036,1.476135753891163
24413.68695339068,2.0325343315829274,1.476135753891163
24444.83304980996,2.0349414405231188,1.476135753891163
24475.979146229245,2.0373434930494314,1.476135753891163
24507.12524264853,2.039740505151625,1.476135753891163
24538.27133906781,2.0421324927517834,1.476135753891163
24569.417435487096,2.0445194717046675,1.476135753891163
24600.56353190638,2.046901457798068,1.476135753891163
24631.709628325665,2.049278466753169,1.476135753891163
24662.85572474495,2.0516505142248906,1.476135753891163
24694.00182116423,2.0540176158022483,1.476135753891163
24725.147917583516,2.0563797870087,1.476135753891163
24756.2940140028,2.058737043302485,1.476135753891163
24787.44011042208,2.061089400076973,1.476135753891163
24818.58620684137,2.063436872661013,1.476135753891163
24849.73230326065,2.0657794763192583,1.476135753891163
24880.878399679936,2.06811722625251,1.476135753891163
24912.02449609922,2.070450137598058,1.476135753891163
24943.1705925185,2.072778225430005,1.476135753891163
24974.316688937786,2.0751015047596097,1.476135753891163
25005.46278535707,2.077419990535596,1.476135753891163
25036.608881776352,2.079733697644503,1.476135753891163
25067.75497819564,2.0820426409109882,1.476135753891163
25098.90107461492,2.08434683509817,1.476135753891163
25130.047171034206,2.0866462949079327,1.476135753891163
25161.19326745349,2.0889410349812523,1.476135753891163
25192.339363872772,2.091231069898512,1.476135753891163
25223.485460292057,2.093516414179821,1.476135753891163
25254.63155671134,2.095797082285319,1.476135753891163
25285.777653130623,2.0980730886154926,1.476135753891163
25316.92374954991,2.1003444475114823,1.476135753891163
25348.069845969192,2.1026111732553927,1.476135753891163
25379.215942388477,2.104873280070592,1.476135753891163
25410.36203880776,2.1071307821220184,1.476135753891163
25441.508135227043,2.10938369351648,1.476135753891163
25472.65423164633,2.1116320283029606,1.476135753891163
25503.800328065612,2.1138758004729024,1.476135753891163
25534.946424484897,2.1161150239605155,1.476135753891163
25566.09252090418,2.1183497126430697,1.476135753891163
25597.238617323463,2.1205798803411806,1.476135753891163
25628.384713742747,2.122805540819103,1.476135753891163
25659.530810162032,2.1250267077850187,1.476135753891163
25690.676906581313,2.1272433948913245,1.476135753891163
25721.8230030006,2.12945561573492,1.476135753891163
25752.969099419883,2.131663383857482,1.476135753891163
25784.115195839167,2.13386671274575,1.476135753891163
25815.261292258452,2.136065615831811,1.476135753891163
25846.407388677733,2.13826010649337,1.476135753891163
25877.553485097018,2.140450198054033,1.476135753891163
25908.699581516303,2.1426359037835727,1.476135753891163
25939.845677935584,2.1448172368982092,1.476135753891163
25970.991774354872,2.1469942105608815,1.476135753891163
26002.137870774153,2.149166837881506,1.476135753891163
26033.283967193438,2.1513351319172624,1.476135753891163
26064.430063612723,2.1534991056728416,1.476135753891163
26095.576160032004,2.1556587721007228,1.476135753891163
26126.72225645129,2.157814144101431,1.476135753891163
26157.868352870573,2.1599652345238005,1.476135753891163
26189.014449289858,2.1621120561652383,1.476135753891163
26220.160545709143,2.1642546217719674,1.476135753891163
26251.306642128424,2.166392944039305,1.476135753891163
26282.45273854771,2.168527035611901,1.476135753891163
26313.598834966993,2.1706569090840016,1.476135753891163
26344.744931386274,2.172782576999692,1.476135753891163
26375.891027805563,2.1749040518531593,1.476135753891163
26407.037124224844,2.1770213460889276,1.476135753891163
26438.18322064413,2.179134472102118,1.476135753891163
26469.329317063413,2.181243442238686,1.476135753891163
26500.475413482694,2.183348268795669,1.476135753891163
26531.62150990198,2.1854489640214356,1.476135753891163
26562.767606321264,2.187545540115912,1.476135753891163
26593.913702740545,2.1896380092308405,1.476135753891163
26625.059799159833,2.1917263834700065,1.476135753891163
26656.205895579114,2.193810674889475,1.476135753891163
26687.3519919984,2.1958908954978362,1.476135753891163
26718.498088417684,2.1979670572564327,1.476135753891163
26749.644184836965,2.2000391720795895,1.476135753891163
26780.79028125625,2.202107251834861,1.476135753891163
26811.936377675534,2.2041713083432364,1.476135753891163
26843.082474094816,2.2062313533794002,1.476135753891163
26874.228570514104,2.208287398671928,1.476135753891163
26905.374666933385,2.210339455903536,1.476135753891163
26936.52076335267,2.2123875367112977,1.476135753891163
26967.666859771954,2.214431652686862,1.476135753891163
26998.812956191236,2.2164718153766882,1.476135753891163
27029.959052610524,2.218508036282256,1.476135753891163
27061.105149029805,2.2205403268602915,1.476135753891163
27092.25124544909,2.222568698522975,1.476135753891163
27123.397341868374,2.224593162638181,1.476135753891163
27154.543438287656,2.22661373052967,1.476135753891163
27185.68953470694,2.2286304134773145,1.476135753891163
27216.835631126225,2.230643222717311,1.476135753891163
27247.981727545506,2.232652169442389,1.476135753891163
27279.127823964795,2.2346572648020295,1.476135753891163
27310.273920384076,2.236658519902667,1.476135753891163
27341.42001680336,2.238655945807902,1.476135753891163
27372.566113222645,2.240649553538702,1.476135753891163
27403.712209641926,2.2426393540736167,1.476135753891163
27434.85830606121,2.24462535834898,1.476135753891163
27466.004402480496,2.246607577259106,1.476135753891163
27497.150498899777,2.2485860216565037,1.476135753891163
27528.296595319065,2.2505607023520664,1.476135753891163
27559.442691738346,2.25253163011528,1.476135753891163
27590.58878815763,2.2544988156744186,1.476135753891163
27621.734884576916,2.2564622697167427,1.476135753891163
27652.880980996197,2.258422002888701,1.476135753891163
27684.02707741548,2.2603780257961086,1.476135753891163
27715.173173834766,2.262330349004366,1.476135753891163
27746.319270254047,2.2642789830386327,1.476135753891163
27777.465366673336,2.2662239383840306,1.476135753891163
27808.611463092617,2.2681652254858267,1.476135753891163
27839.7575595119,2.2701028547496342,1.476135753891163
27870.903655931186,2.272036836541585,1.476135753891163
27902.049752350467,2.273967181188535,1.476135753891163
27933.195848769756,2.27589389897824,1.476135753891163
27964.341945189037,2.2778170001595415,1.476135753891163
27995.48804160832,2.2797364949425556,1.476135753891163
28026.634138027606,2.2816523934988577,1.476135753891163
28057.780234446887,2.2835647059616577,1.476135753891163
28088.926330866172,2.285473442425988,1.476135753891163
28120.072427285457,2.287378612948876,1.476135753891163
28151.218523704738,2.2892802275495376,1.476135753891163
28182.364620124026,2.291178296209542,1.476135753891163
28213.510716543307,2.2930728288729916,1.476135753891163
28244.65681296259,2.294963835446706,1.476135753891163
28275.802909381877,2.2968513258003886,1.476135753891163
28306.949005801158,2.298735309766804,1.476135753891163
28338.095102220446,2.300615797141953,1.476135753891163
28369.241198639727,2.3024927976852427,1.476135753891163
28400.38729505901,2.3043663211196583,1.476135753891163
28431.533391478297,2.3062363771319356,1.476135753891163
28462.679487897578,2.308102975372725,1.476135753891163
28493.82558431686,2.3099661254567674,1.476135753891163
28524.971680736147,2.3118258369630573,1.476135753891163
28556.11777715543,2.31368211943501,1.476135753891163
28587.263873574717,2.3155349823806275,1.476135753891163
28618.409969993998,2.31738443527266,1.476135753891163
28649.55606641328,2.31923048754878,1.476135753891163
28680.702162832567,2.3210731486117324,1.476135753891163
28711.84825925185,2.322912427829506,1.476135753891163
28742.994355671137,2.324748334535486,1.476135753891163
28774.140452090418,2.326580878028623,1.476135753891163
28805.2865485097,2.3284100675735875,1.476135753891163
28836.432644928987,2.3302359124009318,1.476135753891163
28867.57874134827,2.3320584217072367,1.476135753891163
28898.72483776755,2.333877604655286,1.476135753891163
28929.870934186838,2.3356934703742076,1.476135753891163
28961.01703060612,2.3375060279596367,1.476135753891163
28992.163127025407,2.3393152864738593,1.476135753891163
29023.30922344469,2.3411212549459828,1.476135753891163
29054.45531986397,2.3429239423720754,1.476135753891163
29085.601416283258,2.3447233577153126,1.476135753891163
29116.74751270254,2.346519509906148,1.476135753891163
29147.89360912182,2.3483124078424416,1.476135753891163
29179.03970554111,2.3501020603896223,1.476135753891163
29210.18580196039,2.351888476380832,1.476135753891163
29241.331898379678,2.3536716646170737,1.476135753891163
29272.47799479896,2.355451633867357,1.476135753891163
